sentence,linear_amr,graph_amr,is_valid
anh em tôi chỉ còn biết nhìn nhau .,(b /biết:pivot(a /anh_em:agent-of(t /tôi)):degree(c /chỉ):theme(n /nhìn:goal(p /person:name(n1 /name:op2(e /em):op1(a1 /anh))))),"    (b / biết
    :pivot
        (a / anh_em
        :agent-of
        (t / tôi
        )
    )
    :degree
    (c / chỉ
    )
    :theme
        (n / nhìn
        :goal
            (p / person
            :name
                (n1 / name
                :op2
                (e / em
                )
                :op1
                (a1 / anh
                )
            )
        )
    )
)",True
chị ta đon đả cầm hộ chiếu và tiền rồi bấm điện thoại .,(a /and:op1(đ /đon_đả:agent(c /chị_ta):theme(h /hộ_chứng)):op2(c1 /cầm:theme(t1 /tiền):agent(chị_ta)):op3(b /bấm:phone(đ1 /điện_thoại):agent(chị_ta))),"    (a / and
    :op1
        (đ / đon_đả
        :agent
        (c / chị_ta
        )
        :theme
        (h / hộ_chứng
        )
    )
    :op2
        (c1 / cầm
        :theme
        (t1 / tiền
        )
        :agent
        (c / chị_ta
        )
    )
    :op3
        (b / bấm
        :phone
        (đ1 / điện_thoại
        )
        :agent
        (c / chị_ta
        )
    )
)",True
"trong thâm tâm tôi bỗng thấy vừa buồn , vừa tủi , vừa xót xa .",(t1 /thấy:location(t /thâm_tâm:part-of(tôi)):time(b /bỗng):manner(a /and:op1(b1 /buồn:degree(v /vừa)):op2(t2 /tủi:degree(v1 /vừa)):op3(x /xót_xa:degree(v2 /vừa)))):pivot(tôi)),(t1 / thấy:location(t / thâm_tâm:part-of(t / tôi)):time(b / bỗng):manner(a / and:op1(b1 / buồn:degree(v / vừa)):op2(t2 / tủi:degree(v1 / vừa)):op3(x / xót_xa:degree(v2 / vừa)))):pivot(t / tôi)),False
"anh chị em chỗ tôi sống đều rất vui mừng , nhưng có lẽ đó chỉ là những chính sách .",(c1 /contrast-01:ARG2(v /vui_mừng:pivot(a /anh_chị_em:location(s /sống:agent(t /tôi))):degree(r /rất)):ARG1(p /possible-01:domain(c2 /chính_sách))),"    (c1 / contrast-01
    :ARG2
        (v / vui_mừng
        :pivot
            (a / anh_chị_em
            :location
                (s / sống
                :agent
                (t / tôi
                )
            )
        )
        :degree
        (r / rất
        )
    )
    :ARG1
        (p / possible-01
        :domain
        (c2 / chính_sách
        )
    )
)",True
"thấy chúng tôi , ông hỏi đúng giọng bảo vệ chuyên nghiệp :",(h /hỏi:agent(ô /ông):manner(g /giọng:modality(đ /đúng):mod(đ1 /đảu)):goal(c /chúng_tôi):topic(b /bảo_vệ:domain(chúng):degree(c1 /chuyên_nghiệp))),"    (h / hỏi
    :agent
    (ô / ông
    )
    :manner
        (g / giọng
        :modality
        (đ / đúng
        )
        :mod
        (đ1 / đảu
        )
    )
    :goal
    (c / chúng_tôi
    )
    :topic
        (b / bảo_vệ
        :domain
        (c / chúng
        )
        :degree
        (c1 / chuyên_nghiệp
        )
    )
)",True
nói rồi anh cán bộ ôm tập hồ sơ đi .,(a1 /and:op2(ô /ôm_tập:agent(c /cán_bộ:classifier(a /anh)):theme(h /hồ_sơ):direction(đ /đi))),"    (a1 / and
    :op2
        (ô / ôm_tập
        :agent
            (c / cán_bộ
            :classifier
            (a / anh
            )
        )
        :theme
        (h / hồ_sơ
        )
        :direction
        (đ / đi
        )
    )
)",True
bộ trưởng ra tòa làm nhân chứng .,(r /ra:agent(b /bộ_trưởng):compound(t /tòa):purpose(l /làm:theme(n /nhân_chứng))),"    (r / ra
    :agent
    (b / bộ_trưởng
    )
    :compound
    (t / tòa
    )
    :purpose
        (l / làm
        :theme
        (n / nhân_chứng
        )
    )
)",True
"để có các số liệu trên , công an tp trước đó đã có văn bản đề nghị ubnd tp HCM thành lập hội đồng giám định xây dựng công trình này .",(c /có:purpose(s /số_liệu:theme-of(t /trên)):pivot(c1 /công_an:location(t1 /tp):time(b /before:op1(n2 /now))):manner(v1 /văn_bản:mod(đ1 /đề_nghị:topic(t3 /thành_lập:agent(h /hội_đồng:compound(g /giám_định:topic(x1 /xây_dựng:patient(c4 /công_trình)))):location(tp):time(a /after:op1(n1 /now)):mode imperative:quant(1)):agent(công_an):goal(p /person:name(n5 /name:op1(u /ubnd):op2(tp)))),(c / có:purpose(s / số_liệu:theme-of(t / trên)):pivot(c1 / công_an:location(t1 / tp):time(b / before:op1(n2 / now))):manner(v1 / văn_bản:mod(đ1 / đề_nghị:topic(t3 / thành_lập:agent(h / hội_đồng:compound(g / giám_định:topic(x1 / xây_dựng:patient(c4 / công_trình)))):location(t / tp):time(a / after:op1(n1 / now)):mode imperative:quant(x / 1)):agent(c / công_an):goal(p / person:name(n5 / name:op1(u / ubnd):op2(t / tp)))),False
"việc ký xác nhận này , theo ông Luân , diễn ra "" sau khi vụ trưởng vụ tài chính kế toán Phan Văn Quán đã xác nhận "" .",(d /diễn_ra:cause(v1 /việc:mod(k /ký_xác_nhận):agent(ô /ông:mod(L /Luân)):time(s /sau:op1(x1 /xác_nhận:agent(p /person:name(n2 /name:op3(wz4 /Quán):op2(t1 /tài_chính:mod(k1 /kế_toán)):op1(P /Phan)))))_:pivot ô:theme(việc)),(d / diễn_ra:cause(v1 / việc:mod(k / ký_xác_nhận):agent(ô / ông:mod(L / Luân)):time(s / sau:op1(x1 / xác_nhận:agent(p / person:name(n2 / name:op3(wz4 / Quán):op2(t1 / tài_chính:mod(k1 / kế_toán)):op1(P / Phan)))))_:pivot ô:theme(v / việc)),False
"ông Nguyễn Thế Khanh , chi cục phó , cho biết đây là những mặt hàng điện tử cũ đã có qui định cấm nhập khẩu dưới mọi hình thức .",(c1 /cho_biết:agent(ô /ông:mod(px /phó:mod(c /chi_cục)):name(n2 /name:op1(nx /nguyễn):op2(t /thế):op3(k /khanh))):topic(m1 /mặt_hàng:domain(đ /đây):classifier(s /sản_phẩm:mod(đ1 /điện_tử):mod(c2 /cũ):theme-of(q /qui_định:theme(c3 /cấm:theme(n4 /nhập_khẩu:modality(d1 /dưới):manner(h /hình_thức:mod(a /all))))))),(c1 / cho_biết:agent(ô / ông:mod(px / phó:mod(c / chi_cục)):name(n2 / name:op1(nx / nguyễn):op2(t / thế):op3(k / khanh))):topic(m1 / mặt_hàng:domain(đ / đây):classifier(s / sản_phẩm:mod(đ1 / điện_tử):mod(c2 / cũ):theme-of(q / qui_định:theme(c3 / cấm:theme(n4 / nhập_khẩu:modality(d1 / dưới):manner(h / hình_thức:mod(a / all))))))),False
"hợp đồng lao động được thực hiện từ tháng 8 – 2003 , thời hạn 36 tháng với loại công việc là công nhân xây dựng .",(t /thực_hiện:theme(h /hợp_đồng_lao_động):modality(đ /được):time(w1 /temporal-quantity:unit(t1 /tháng):range(8 - 2003):duration(t2 /temporal-quantity:unit(t3 /thời_hạn):quant(36):topic(c /công_việc:classifier(l1 /loại):domain(c1 /công_nhân:compound(x /xây_dựng)))),(t / thực_hiện:theme(h / hợp_đồng_lao_động):modality(đ / được):time(w1 / temporal-quantity:unit(t1 / tháng):range(8 - 2003):duration(t2 / temporal-quantity:unit(t3 / thời_hạn):quant(x / 36):topic(c / công_việc:classifier(l1 / loại):domain(c1 / công_nhân:compound(x / xây_dựng)))),False
"trường hợp nghiên cứu của vn mang tựa đề "" tác động của phát triển cơ sở hạ tầng đối với giảm nghèo nông thôn "" .",(m /mang:theme(t /trường_hợp:mod(n /nghiên_cứu):poss(v /vn)):compound(t1 /tựa_đề:topic(t2 /tác_động:cause(p /phát_triển:theme(c1 /cơ_sở_hạ_tầng)):goal(g /giảm_nghèo:location(n1 /nông_thôn))))),"    (m / mang
    :theme
        (t / trường_hợp
        :mod
        (n / nghiên_cứu
        )
        :poss
        (v / vn
        )
    )
    :compound
        (t1 / tựa_đề
        :topic
            (t2 / tác_động
            :cause
                (p / phát_triển
                :theme
                (c1 / cơ_sở_hạ_tầng
                )
            )
            :goal
                (g / giảm_nghèo
                :location
                (n1 / nông_thôn
                )
            )
        )
    )
)",True
đừng để người dân đặt cược cho niềm tin !,(đ /để:theme(n /người_dân:agent-of(đ1 /đặt_cược:purpose(n2 /niềm_tin))):mode imperative:polarity(-),(đ / để:theme(n / người_dân:agent-of(đ1 / đặt_cược:purpose(n2 / niềm_tin))):mode imperative:polarity(-),False
muốn biết đúng hay sai tòa phải nhờ ... hội đồng thẩm định .,(n /nhờ:condition(m /muốn:pivot(b /biết:manner(đ /đúng):manner(s /sai)):source(t1 /thẩm_định:agent(h2 /hội_đồng))_:pivot(tôi)):goal(hội_đồng)),"    (n / nhờ
    :condition
        (m / muốn
        :pivot
            (b / biết
            :manner
            (đ / đúng
            )
            :manner
            (s / sai
            )
        )
        :source
            (t1 / thẩm_định
            :agent
            (h2 / hội_đồng
            )
        )
        _
        :pivot
        (t / tôi
        )
    )
    :goal
    (h / hội_đồng
    )
)",True
ông Hải cũng chỉ đạo sở gtcc báo cáo về xử lý tiêu cực ở công trình này .,(đ /chỉ_đạo:agent(ô /ông:mod(h /Hải)):topic(b /báo_cáo:agent(s /sở_gtcc):topic(x /xử_lý:theme(t /tiêu_cực):location(c1 /công_trình:mod(n1 /này))))),"    (đ / chỉ_đạo
    :agent
        (ô / ông
        :mod
        (h / Hải
        )
    )
    :topic
        (b / báo_cáo
        :agent
        (s / sở_gtcc
        )
        :topic
            (x / xử_lý
            :theme
            (t / tiêu_cực
            )
            :location
                (c1 / công_trình
                :mod
                (n1 / này
                )
            )
        )
    )
)",True
"làm cho dân thấy và nói cho dân hiểu ! "" .",(w1 /multi-sentence:snt1(t /thấy:pivot(d /dân):theme(l /làm)):snt2(n /nói:topic(h /hiểu:pivot(d1 /dân)):agent(p /person))),"    (w1 / multi-sentence
    :snt1
        (t / thấy
        :pivot
        (d / dân
        )
        :theme
        (l / làm
        )
    )
    :snt2
        (n / nói
        :topic
            (h / hiểu
            :pivot
            (d1 / dân
            )
        )
        :agent
        (p / person
        )
    )
)",True
"trở về đời thường , đôi bạn cựu chiến binh phan văn đu và Phạm Văn Thanh ngồi bên ấm trà .",(n /ngồi:time(t /trở_về:source(đ /đời_thường)):agent(b1 /bạn_cựu_chiến_binh:mod(px /person:name(n2 /name:op1(p1 /phan):op2(v2 /văn):op3(đ2 /đu))):quant(2):location(b2 /bên:mod(ấ /ấm_trà))),(n / ngồi:time(t / trở_về:source(đ / đời_thường)):agent(b1 / bạn_cựu_chiến_binh:mod(px / person:name(n2 / name:op1(p1 / phan):op2(v2 / văn):op3(đ2 / đu))):quant(x / 2):location(b2 / bên:mod(ấ / ấm_trà))),False
"cả đoàn mang mì gói ra ăn , lượm các lon bia để nấu nước sôi .",(a /and:op1(m /mang:agent(đ /đoàn):theme(m1 /mì_gói):direction(r /ra):purpose(ă /ăn)):op2(l /lượm:theme(l1 /lon:mod(b /bia)):agent(đoàn):purpose(n /nấu:patient(n1 /nước_sôi)))),"    (a / and
    :op1
        (m / mang
        :agent
        (đ / đoàn
        )
        :theme
        (m1 / mì_gói
        )
        :direction
        (r / ra
        )
        :purpose
        (ă / ăn
        )
    )
    :op2
        (l / lượm
        :theme
            (l1 / lon
            :mod
            (b / bia
            )
        )
        :agent
        (đ / đoàn
        )
        :purpose
            (n / nấu
            :patient
            (n1 / nước_sôi
            )
        )
    )
)",True
"sơ đồ qui hoạch được chính quyền sở tại công bố công khai , hiện vẫn được dựng công khai cách trụ sở ubnd xã Xuân Hải khoảng 2 km .",(a /and:op1(q /qui_hoạch:theme(s /sơ_đồ):modality(đ /được):agent(c /chính_quyền:location(s1 /sở_tại)):compound(c2 /công_bố:degree(c3 /công_khai))):op2(d /dựng:time(h /hiện):modality(v /vẫn):manner(c4 /công_khai):location(k /khoảng:op1(t1 /trụ_sở:acronym(u /ubnd:mod(x1 /xã:mod(n1 /name:op1(Xuan):op2(Hải))))):quant(wz5 /distance-quantity:quant(2000):patient(sơ_đồ))),(a / and:op1(q / qui_hoạch:theme(s / sơ_đồ):modality(đ / được):agent(c / chính_quyền:location(s1 / sở_tại)):compound(c2 / công_bố:degree(c3 / công_khai))):op2(d / dựng:time(h / hiện):modality(v / vẫn):manner(c4 / công_khai):location(k / khoảng:op1(t1 / trụ_sở:acronym(u / ubnd:mod(x1 / xã:mod(n1 / name:op1(x / Xuan):op2(h / Hải))))):quant(wz5 / distance-quantity:quant(x2 / 2000):patient(s / sơ_đồ))),False
"người dân tuân thủ đúng pháp luật , chính quyền sai phạm về thủ tục quản lý , sao người dân phải gánh chịu hậu quả ?",(a /and:op1(t /tuân_thủ:pivot(n /người_dân):theme(p /pháp_luật)):op2(s /sai_phạm:agent(c /chính_quyền):topic(t1 /thủ_tục:mod(q /quản_lý))):cause(g /gánh_chịu:agent(n1 /người_dân):theme(h /hậu_quả))),"    (a / and
    :op1
        (t / tuân_thủ
        :pivot
        (n / người_dân
        )
        :theme
        (p / pháp_luật
        )
    )
    :op2
        (s / sai_phạm
        :agent
        (c / chính_quyền
        )
        :topic
            (t1 / thủ_tục
            :mod
            (q / quản_lý
            )
        )
    )
    :cause
        (g / gánh_chịu
        :agent
        (n1 / người_dân
        )
        :theme
        (h / hậu_quả
        )
    )
)",True
"chính quyền sai thì sửa , chứ sao lại chỉ sửa chính quyền mà không sửa bên dân ?",(s /sai:domain(c /chính_quyền):theme-of(s1 /sửa)):manner(a /and:op2(s3 /sửa:patient(b /bên_dân):agent(chính_quyền)):polarity -:pivot(chính_quyền))),(s / sai:domain(c / chính_quyền):theme-of(s1 / sửa)):manner(a / and:op2(s3 / sửa:patient(b / bên_dân):agent(c / chính_quyền)):polarity -:pivot(c / chính_quyền))),False
"bởi giá hồi đó không phải là giá vì không ai cho phép , chắc chắn là có cái gì bên trong nữa ...",(c2 /chắc_chắn:cause(g1 /giá:time(h /hồi:mod(đ /đó)):domain-of(p /phải:polarity -:theme(g /giá):agent(a /ai:polarity(-))):topic(c3 /cái:compound(g2 /gì:classifier(b1 /bên_trong)))),(c2 / chắc_chắn:cause(g1 / giá:time(h / hồi:mod(đ / đó)):domain-of(p / phải:polarity -:theme(g / giá):agent(a / ai:polarity(-))):topic(c3 / cái:compound(g2 / gì:classifier(b1 / bên_trong)))),False
"ngoài ra , đáng lẽ đổ cát lấp đường ống theo tiêu chuẩn về xây dựng hệ thống thoát nước thì đơn vị thi công lấp đất .",(l1 /lấp:condition(n /ngoài_ra):agent(đ1 /đơn_vị_thi_công):theme(đ2 /đất):time(wz3 /then-01:op1(đ /đổ:theme(c /cát):purpose(l /lấp:patient(đ1 /đường_ống:mod(g /gì)):manner(t /theo:source(t1 /tiêu_chuẩn:topic(x /xây_dựng:system(h /hệ_thống:compound(t2 /thoát_nước)))))):agent(đơn_vị))))),(l1 / lấp:condition(n / ngoài_ra):agent(đ1 / đơn_vị_thi_công):theme(đ2 / đất):time(wz3 / then-01:op1(đ / đổ:theme(c / cát):purpose(l / lấp:patient(đ1 / đường_ống:mod(g / gì)):manner(t / theo:source(t1 / tiêu_chuẩn:topic(x / xây_dựng:system(h / hệ_thống:compound(t2 / thoát_nước)))))):agent(đ / đơn_vị))))),False
ngẫm sao mà thương thế !,(n /ngẫm:compound(s /sao):theme(t1 /thương)),"    (n / ngẫm
    :compound
    (s / sao
    )
    :theme
    (t1 / thương
    )
)",True
đáng lẽ phải được tôn vinh thì trái lại những con người ấy đã bị đẩy xuống đáy cùng của cuộc sống !,(a /and:op2(đ3 /đẩy:modality(b /bị):agent(c1 /con_người:mod(ấ /ấy)):tense(đ4 /đã):compound(x /xuống):location(đ5 /đáy:part-of(c2 /cuộc_sống))):op1(o /obligate-01:result-arg1(t /tôn_vinh)))),(a / and:op2(đ3 / đẩy:modality(b / bị):agent(c1 / con_người:mod(ấ / ấy)):tense(đ4 / đã):compound(x / xuống):location(đ5 / đáy:part-of(c2 / cuộc_sống))):op1(o / obligate-01:result-arg1(t / tôn_vinh)))),False
"lại nữa khi thanh tra đã xác định sai phạm sao không xử lý mà để "" ngâm "" lâu ngày đến vậy ?",(x /xác_định:time(k1 /khi):agent(t /thanh_tra):tense(đ /đã):compound(s /sai_phạm):result-arg1(x1 /xử_lý:manner(n2 /ngâm:degree(l2 /lâu_ngày)):agent(thanh_tra)_:patient(sai_phạm):mode(interrogative)),(x / xác_định:time(k1 / khi):agent(t / thanh_tra):tense(đ / đã):compound(s / sai_phạm):result-arg1(x1 / xử_lý:manner(n2 / ngâm:degree(l2 / lâu_ngày)):agent(t / thanh_tra)_:patient(s / sai_phạm):mode(i / interrogative)),False
nhóm công nhân dũng cảm ấy gồm 20 người vậy mà hầu như nay đã lang bạt hết .,(l /lang_bạt:agent(c /công_nhân:classifier(n /nhóm):mod(đ /dũng_cảm):mod(ấ /ấy)):degree(h /hầu_nhiều):time(n1 /now):tense(đ1 /đã):compound(h1 /hết)),"    (l / lang_bạt
    :agent
        (c / công_nhân
        :classifier
        (n / nhóm
        )
        :mod
        (đ / dũng_cảm
        )
        :mod
        (ấ / ấy
        )
    )
    :degree
    (h / hầu_nhiều
    )
    :time
    (n1 / now
    )
    :tense
    (đ1 / đã
    )
    :compound
    (h1 / hết
    )
)",True
vì sao họ đã làm điều đó ?,(l /làm:cause(a /amr-unknown):agent(h /họ):tense(đ /đã):theme(đ1 /điều:mod(đ2 /đó))),"    (l / làm
    :cause
    (a / amr-unknown
    )
    :agent
    (h / họ
    )
    :tense
    (đ / đã
    )
    :theme
        (đ1 / điều
        :mod
        (đ2 / đó
        )
    )
)",True
"đường đất nhỏ , vận động dân góp công góp của đắp đường bêtông .",(v /vận_động:setting(đ1 /đường_đất:mod(n /nhỏ)):agent(g /góp_công_góp_và:beneficiary-arg2(d /dân):theme(c /của:purpose(đ2 /đắp:patient(đ3 /đường:compound(b /bêtông)))))),"    (v / vận_động
    :setting
        (đ1 / đường_đất
        :mod
        (n / nhỏ
        )
    )
    :agent
        (g / góp_công_góp_và
        :beneficiary-arg2
        (d / dân
        )
        :theme
            (c / của
            :purpose
                (đ2 / đắp
                :patient
                    (đ3 / đường
                    :compound
                    (b / bêtông
                    )
                )
            )
        )
    )
)",True
"và hôm nay , chúng ta cũng cần hỏi câu hỏi này với chính mình .",(a /and:op2(c1 /cần:time(h /hôm_nay):pivot(c /chúng_ta):theme(h1 /hỏi:theme(c2 /câu_hỏi:mod(n /này)):goal(chính_mình)))),"    (a / and
    :op2
        (c1 / cần
        :time
        (h / hôm_nay
        )
        :pivot
        (c / chúng_ta
        )
        :theme
            (h1 / hỏi
            :theme
                (c2 / câu_hỏi
                :mod
                (n / này
                )
            )
            :goal
            (c / chính_mình
            )
        )
    )
)",True
vậy thì sự lầm than hôm nay của nhóm công nhân bảo vệ cái thiện kia minh chứng cho điều gì ?,(m /minh_chứng:domain(s /sự_lầm_than:poss(c1 /công_nhân:classifier(n /nhóm)):time(d /date-entity:dayperiod(h /hôm_nay))):beneficiary(đ /điều:mod(g /gì))),"    (m / minh_chứng
    :domain
        (s / sự_lầm_than
        :poss
            (c1 / công_nhân
            :classifier
            (n / nhóm
            )
        )
        :time
            (d / date-entity
            :dayperiod
            (h / hôm_nay
            )
        )
    )
    :beneficiary
        (đ / điều
        :mod
        (g / gì
        )
    )
)",True
"tôi mong rằng sẽ có cái hậu đến sau cái kết quả "" nhãn tiền "" mà ba năm nay họ đã lãnh chịu .",(m /mong:pivot(t /tôi):topic(c /cái:compound(h /hậu):time(s1 /sau:mod(k2 /kết_quả:classifier(n1 /nhãn_tiền)):time-of(l1 /lãnh_chịu:tense(đ1 /đã):agent(họ):duration(wz3 /temporal-quantity:unit(n2 /năm):quant(3))_:domain(tôi)):domain(hậu))),(m / mong:pivot(t / tôi):topic(c / cái:compound(h / hậu):time(s1 / sau:mod(k2 / kết_quả:classifier(n1 / nhãn_tiền)):time-of(l1 / lãnh_chịu:tense(đ1 / đã):agent(h / họ):duration(wz3 / temporal-quantity:unit(n2 / năm):quant(x / 3))_:domain(t / tôi)):domain(h2 / hậu))),False
điều không thể hiểu nổi là tại sao họ lại mất việc ?,(m /mất_việc:reason(w1 /possible-01:pivot(h /hiểu_nổi:theme(đ /điều):polarity(-)):agent(họ)),(m / mất_việc:reason(w1 / possible-01:pivot(h / hiểu_nổi:theme(đ / điều):polarity(-)):agent(h / họ)),False
""" hai anh cứ ngồi đây uống nước , tí là xong thôi "" .",(wz1 /multi-sentence:snt2(u /uống:agent(a1 /anh:quant(2):location(n /ngồi:modality(c /cứ):location(đ /đây)):theme(n1 /nước)):snt1(x /xong:time(t /tí):domain(anh))),(wz1 / multi-sentence:snt2(u / uống:agent(a1 / anh:quant(x / 2):location(n / ngồi:modality(c / cứ):location(đ / đây)):theme(n1 / nước)):snt1(x / xong:time(t / tí):domain(a / anh))),False
ngày thứ ba phúc thẩm vụ án Lã Thị Kim Oanh : .,(p /phúc_thẩm:time(n /ngày:ord(o /ordinal-entity:value(3)):patient(v1 /vụ_án:mod(l /lã_thị_kim_oanh))),(p / phúc_thẩm:time(n / ngày:ord(o / ordinal-entity:value(x / 3)):patient(v1 / vụ_án:mod(l / lã_thị_kim_oanh))),False
"báo tt có thể là đầu tàu , qua đó rộng rãi độc giả , nhất là các doanh nghiệp , có thể lên tiếng và đưa ra biện pháp trợ giúp .",(a /and:op1(đ /đầu_tàu:domain(b /báo:mod(t /tt)):quant(p /possible)):op2(r /rộng_rãi:theme(đ1 /độc_giả:segment(n /nhất:theme(d /doanh_nghiệp))):agent(báo):degree(wz3 /possible)):op3(l1 /lên_tiếng:agent(đ2 /độc_giả:segment(nhất)):path(báo)):op4(đ3 /đưa_ra:theme(b1 /biện_pháp:compound(t1 /trợ_giúp)):agent(độc_giả))),"    (a / and
    :op1
        (đ / đầu_tàu
        :domain
            (b / báo
            :mod
            (t / tt
            )
        )
        :quant
        (p / possible
        )
    )
    :op2
        (r / rộng_rãi
        :theme
            (đ1 / độc_giả
            :segment
                (n / nhất
                :theme
                (d / doanh_nghiệp
                )
            )
        )
        :agent
        (b / báo
        )
        :degree
        (wz3 / possible
        )
    )
    :op3
        (l1 / lên_tiếng
        :agent
            (đ2 / độc_giả
            :segment
            (n / nhất
            )
        )
        :path
        (b / báo
        )
    )
    :op4
        (đ3 / đưa_ra
        :theme
            (b1 / biện_pháp
            :compound
            (t1 / trợ_giúp
            )
        )
        :agent
        (đ / độc_giả
        )
    )
)",True
""" anh hỏi ai "" ?",(h /hỏi:agent(a /anh):goal(a1 /ai):mode(interrogative),(h / hỏi:agent(a / anh):goal(a1 / ai):mode(i / interrogative),False
hay khai sinh cho con ?,(o /or:op1(k /khai_sinh:beneficiary(c2 /con)):mode(interrogative),(o / or:op1(k / khai_sinh:beneficiary(c2 / con)):mode(i / interrogative),False
